Country,Year,Month,Day_Length,Sunrise,Sunset,Day_Length_Seconds
Bulgaria,2022,1,09:09:48,5:55:20 AM,3:05:08 PM,32988
Bulgaria,2022,2,10:01:38,5:39:26 AM,3:41:04 PM,36098
Bulgaria,2022,3,11:16:17,5:00:53 AM,4:17:10 PM,40577
Bulgaria,2022,4,12:46:16,4:07:27 AM,4:53:43 PM,45976
Bulgaria,2022,5,14:08:29,3:19:34 AM,5:28:03 PM,50909
Bulgaria,2022,6,15:09:49,2:49:38 AM,5:59:27 PM,54589
Bulgaria,2022,7,15:19:31,2:50:49 AM,6:10:20 PM,55171
Bulgaria,2022,8,14:32:25,3:16:51 AM,5:49:16 PM,52345
Bulgaria,2022,9,13:13:19,3:50:04 AM,5:03:23 PM,47599
Bulgaria,2022,10,11:47:51,4:22:27 AM,4:10:18 PM,42471
Bulgaria,2022,11,10:22:21,4:59:06 AM,3:21:27 PM,37341
Bulgaria,2022,12,09:20:20,5:35:31 AM,2:55:51 PM,33620
Burkina_Faso,2022,1,11:27:12,6:26:07 AM,5:53:19 PM,41232
Burkina_Faso,2022,2,11:38:41,6:30:22 AM,6:09:03 PM,41921
Burkina_Faso,2022,3,11:55:55,6:20:30 AM,6:16:25 PM,42955
Burkina_Faso,2022,4,12:17:13,6:01:24 AM,6:18:37 PM,44233
Burkina_Faso,2022,5,12:36:34,5:44:58 AM,6:21:32 PM,45394
Burkina_Faso,2022,6,12:50:34,5:38:43 AM,6:29:17 PM,46234
Burkina_Faso,2022,7,12:52:41,5:43:42 AM,6:36:23 PM,46361
Burkina_Faso,2022,8,12:42:02,5:51:29 AM,6:33:31 PM,45722
Burkina_Faso,2022,9,12:23:32,5:54:23 AM,6:17:55 PM,44612
Burkina_Faso,2022,10,12:03:14,5:54:11 AM,5:57:25 PM,43394
Burkina_Faso,2022,11,11:43:19,5:58:04 AM,5:41:23 PM,42199
Burkina_Faso,2022,12,11:29:27,6:10:26 AM,5:39:53 PM,41367
Burundi,2022,1,12:21:07,3:55:30 AM,4:16:37 PM,44467
Burundi,2022,2,12:17:34,4:07:18 AM,4:24:52 PM,44254
Burundi,2022,3,12:12:29,4:08:38 AM,4:21:07 PM,43949
Burundi,2022,4,12:06:39,4:03:06 AM,4:09:45 PM,43599
Burundi,2022,5,12:01:48,3:58:45 AM,4:00:33 PM,43308
Burundi,2022,6,11:58:29,4:01:08 AM,3:59:37 PM,43109
Burundi,2022,7,11:58:00,4:07:25 AM,4:05:25 PM,43080
Burundi,2022,8,12:00:27,4:08:40 AM,4:09:07 PM,43227
Burundi,2022,9,12:04:59,4:00:05 AM,4:05:04 PM,43499
Burundi,2022,10,12:10:22,3:47:02 AM,3:57:24 PM,43822
Burundi,2022,11,12:16:07,3:38:04 AM,3:54:11 PM,44167
Burundi,2022,12,12:20:23,3:41:20 AM,4:01:43 PM,44423
Cabo_Verde,2022,1,11:18:06,7:58:34 AM,7:16:40 PM,40686
Cabo_Verde,2022,2,11:32:11,8:01:30 AM,7:33:41 PM,41531
Cabo_Verde,2022,3,11:53:12,7:49:44 AM,7:42:56 PM,42792
Cabo_Verde,2022,4,12:19:07,7:28:19 AM,7:47:26 PM,44347
Cabo_Verde,2022,5,12:42:37,7:09:49 AM,7:52:26 PM,45757
Cabo_Verde,2022,6,12:59:33,7:02:07 AM,8:01:40 PM,46773
Cabo_Verde,2022,7,13:02:06,7:06:53 AM,8:08:59 PM,46926
Cabo_Verde,2022,8,12:49:08,7:15:49 AM,8:04:57 PM,46148
Cabo_Verde,2022,9,12:26:42,7:20:40 AM,7:47:22 PM,44802
Cabo_Verde,2022,10,12:02:02,7:22:39 AM,7:24:41 PM,43322
Cabo_Verde,2022,11,11:37:45,7:28:44 AM,7:06:29 PM,41865
Cabo_Verde,2022,12,11:20:50,7:42:39 AM,7:03:29 PM,40850
Cambodia,2022,1,11:29:58,11:18:46 PM,10:48:44 AM,41398
Cambodia,2022,2,11:40:34,11:23:34 PM,11:04:08 AM,42034
Cambodia,2022,3,11:56:34,11:14:25 PM,11:10:59 AM,42994
Cambodia,2022,4,12:16:27,10:56:03 PM,11:12:30 AM,44187
Cambodia,2022,5,12:34:34,10:40:11 PM,11:14:45 AM,45274
Cambodia,2022,6,12:47:44,10:34:16 PM,11:22:00 AM,46064
Cambodia,2022,7,12:49:50,10:39:15 PM,11:29:05 AM,46190
Cambodia,2022,8,12:39:58,10:46:43 PM,11:26:41 AM,45598
Cambodia,2022,9,12:22:43,10:49:04 PM,11:11:47 AM,44563
Cambodia,2022,10,12:03:47,10:48:11 PM,10:51:58 AM,43427
Cambodia,2022,11,11:45:10,10:51:20 PM,10:36:30 AM,42310
Cambodia,2022,12,11:32:12,11:03:08 PM,10:35:20 AM,41532
Cameroon,2022,1,11:56:29,5:19:14 AM,5:15:43 PM,42989
Cameroon,2022,2,11:59:46,5:27:36 AM,5:27:22 PM,43186
Cameroon,2022,3,12:04:50,5:23:50 AM,5:28:40 PM,43490
Cameroon,2022,4,12:11:22,5:12:07 AM,5:23:29 PM,43882
Cameroon,2022,5,12:17:30,5:02:17 AM,5:19:47 PM,44250
Cameroon,2022,6,12:22:04,5:00:44 AM,5:22:48 PM,44524
Cameroon,2022,7,12:22:46,5:06:26 AM,5:29:12 PM,44566
Cameroon,2022,8,12:19:16,5:10:39 AM,5:29:55 PM,44356
Cameroon,2022,9,12:13:21,5:07:16 AM,5:20:37 PM,44001
Cameroon,2022,10,12:07:03,5:00:04 AM,5:07:07 PM,43623
Cameroon,2022,11,12:01:07,4:56:57 AM,4:58:04 PM,43267
Cameroon,2022,12,11:57:07,5:04:22 AM,5:01:29 PM,43027
Canada,2022,1,08:51:22,12:40:46 PM,9:32:08 PM,31882
Canada,2022,2,09:49:33,12:21:36 PM,10:11:09 PM,35373
Canada,2022,3,11:12:09,11:38:59 AM,10:51:08 PM,40329
Canada,2022,4,12:51:08,10:41:01 AM,11:32:09 PM,46268
Canada,2022,5,14:21:46,9:48:59 AM,12:10:45 AM,51706
Canada,2022,6,15:29:44,9:15:48 AM,12:45:32 AM,55784
Canada,2022,7,15:40:00,9:16:43 AM,12:56:43 AM,56400
Canada,2022,8,14:46:54,9:45:41 AM,12:32:35 AM,53214
Canada,2022,9,13:19:13,10:23:07 AM,11:42:20 PM,47953
Canada,2022,10,11:45:08,10:59:49 AM,10:44:57 PM,42308
Canada,2022,11,10:11:00,11:40:52 AM,9:51:52 PM,36660
Canada,2022,12,09:02:28,12:20:39 PM,9:23:07 PM,32548
Caribbean_Netherlands,2022,1,11:27:59,10:52:43 AM,10:20:42 PM,41279
Caribbean_Netherlands,2022,2,11:39:19,10:56:59 AM,10:36:18 PM,41959
Caribbean_Netherlands,2022,3,11:56:15,10:47:13 AM,10:43:28 PM,42975
Caribbean_Netherlands,2022,4,12:17:11,10:28:17 AM,10:45:28 PM,44231
Caribbean_Netherlands,2022,5,12:36:11,10:12:03 AM,10:48:14 PM,45371
Caribbean_Netherlands,2022,6,12:49:53,10:06:00 AM,10:55:53 PM,46193
Caribbean_Netherlands,2022,7,12:51:53,10:11:03 AM,11:02:56 PM,46313
Caribbean_Netherlands,2022,8,12:41:20,10:18:44 AM,11:00:04 PM,45680
Caribbean_Netherlands,2022,9,12:23:09,10:21:26 AM,10:44:35 PM,44589
Caribbean_Netherlands,2022,10,12:03:13,10:21:03 AM,10:24:16 PM,43393
Caribbean_Netherlands,2022,11,11:43:40,10:24:48 AM,10:08:28 PM,42220
Caribbean_Netherlands,2022,12,11:30:07,10:37:05 AM,10:07:12 PM,41407
Cayman_Islands,2022,1,11:02:04,11:58:08 AM,11:00:12 PM,39724
Cayman_Islands,2022,2,11:20:49,11:58:40 AM,11:19:29 PM,40849
Cayman_Islands,2022,3,11:48:36,11:43:28 AM,11:32:04 PM,42516
Cayman_Islands,2022,4,12:22:39,11:17:58 AM,11:40:37 PM,44559
Cayman_Islands,2022,5,12:53:26,10:55:51 AM,11:49:17 PM,46406
Cayman_Islands,2022,6,13:15:34,10:45:36 AM,12:01:10 AM,47734
Cayman_Islands,2022,7,13:18:47,10:50:02 AM,12:08:49 AM,47927
Cayman_Islands,2022,8,13:01:42,11:00:59 AM,12:02:41 AM,46902
Cayman_Islands,2022,9,12:32:14,11:09:19 AM,11:41:33 PM,45134
Cayman_Islands,2022,10,11:59:52,11:15:09 AM,11:15:01 PM,43192
Cayman_Islands,2022,11,11:27:54,11:25:07 AM,10:53:01 PM,41274
Cayman_Islands,2022,12,11:05:34,11:41:48 AM,10:47:22 PM,39934
Central_African_Republic,2022,1,11:54:48,4:51:55 AM,4:46:43 PM,42888
Central_African_Republic,2022,2,11:58:33,5:00:03 AM,4:58:36 PM,43113
Central_African_Republic,2022,3,12:04:19,4:55:56 AM,5:00:15 PM,43459
Central_African_Republic,2022,4,12:11:41,4:43:49 AM,4:55:30 PM,43901
Central_African_Republic,2022,5,12:18:36,4:33:35 AM,4:52:11 PM,44316
Central_African_Republic,2022,6,12:23:41,4:31:47 AM,4:55:28 PM,44621
Central_African_Republic,2022,7,12:24:28,4:37:25 AM,5:01:53 PM,44668
Central_African_Republic,2022,8,12:20:34,4:41:51 AM,5:02:25 PM,44434
Central_African_Republic,2022,9,12:13:56,4:38:50 AM,4:52:46 PM,44036
Central_African_Republic,2022,10,12:06:50,4:32:02 AM,4:38:52 PM,43610
Central_African_Republic,2022,11,12:00:05,4:29:19 AM,4:29:24 PM,43205
Central_African_Republic,2022,12,11:55:32,4:37:00 AM,4:32:32 PM,42932
Chad,2022,1,11:28:05,5:19:19 AM,4:47:24 PM,41285
Chad,2022,2,11:39:19,5:23:43 AM,5:03:02 PM,41959
Chad,2022,3,11:56:09,5:14:04 AM,5:10:13 PM,42969
Chad,2022,4,12:16:59,4:55:12 AM,5:12:11 PM,44219
Chad,2022,5,12:35:57,4:38:57 AM,5:14:54 PM,45357
Chad,2022,6,12:49:40,4:32:50 AM,5:22:30 PM,46180
Chad,2022,7,12:51:46,4:37:49 AM,5:29:35 PM,46306
Chad,2022,8,12:41:21,4:45:30 AM,5:26:51 PM,45681
Chad,2022,9,12:23:14,4:48:13 AM,5:11:27 PM,44594
Chad,2022,10,12:03:23,4:47:48 AM,4:51:11 PM,43403
Chad,2022,11,11:43:53,4:51:27 AM,4:35:20 PM,42233
Chad,2022,12,11:30:19,5:03:39 AM,4:33:58 PM,41419
Channel_Islands,2022,1,08:21:27,8:01:15 AM,4:22:42 PM,30087
Channel_Islands,2022,2,09:28:56,7:37:30 AM,5:06:26 PM,34136
Channel_Islands,2022,3,11:03:46,6:48:51 AM,5:52:37 PM,39826
Channel_Islands,2022,4,12:56:49,5:43:52 AM,6:40:41 PM,46609
Channel_Islands,2022,5,14:41:02,4:45:00 AM,7:26:02 PM,52862
Channel_Islands,2022,6,16:00:50,4:05:51 AM,8:06:41 PM,57650
Channel_Islands,2022,7,16:13:33,4:05:32 AM,8:19:05 PM,58413
Channel_Islands,2022,8,15:11:28,4:39:02 AM,7:50:30 PM,54688
Channel_Islands,2022,9,13:30:24,5:23:13 AM,6:53:37 PM,48624
Channel_Islands,2022,10,11:42:56,6:06:36 AM,5:49:32 PM,42176
Channel_Islands,2022,11,09:54:59,6:54:30 AM,4:49:29 PM,35699
Channel_Islands,2022,12,08:35:04,7:39:54 AM,4:14:58 PM,30904
Channel_Islands,2022,1,08:19:06,8:04:09 AM,4:23:15 PM,29946
Channel_Islands,2022,2,09:27:21,7:40:01 AM,5:07:22 PM,34041
Channel_Islands,2022,3,11:03:10,6:50:52 AM,5:54:02 PM,39790
Channel_Islands,2022,4,12:57:18,5:45:21 AM,6:42:39 PM,46638
Channel_Islands,2022,5,14:42:36,4:45:56 AM,7:28:32 PM,52956
Channel_Islands,2022,6,16:03:20,4:06:19 AM,8:09:39 PM,57800
Channel_Islands,2022,7,16:16:13,4:05:55 AM,8:22:08 PM,58573
Channel_Islands,2022,8,15:13:22,4:39:48 AM,7:53:10 PM,54802
Channel_Islands,2022,9,13:31:13,5:24:32 AM,6:55:45 PM,48673
Channel_Islands,2022,10,11:42:43,6:08:26 AM,5:51:09 PM,42163
Channel_Islands,2022,11,09:53:41,6:56:52 AM,4:50:33 PM,35621
Channel_Islands,2022,12,08:32:52,7:42:43 AM,4:15:35 PM,30772
Chile,2022,1,14:22:05,9:35:12 AM,11:57:17 PM,51725
Chile,2022,2,13:44:22,10:03:59 AM,11:48:21 PM,49462
Chile,2022,3,12:50:08,10:29:48 AM,11:19:56 PM,46208
Chile,2022,4,11:45:34,10:53:37 AM,10:39:11 PM,42334
Chile,2022,5,10:48:14,11:15:33 AM,10:03:47 PM,38894
Chile,2022,6,10:07:08,11:36:54 AM,9:44:02 PM,36428
Chile,2022,7,10:01:04,11:45:59 AM,9:47:03 PM,36064
Chile,2022,8,10:32:44,11:32:34 AM,10:05:18 PM,37964
Chile,2022,9,11:27:28,10:58:48 AM,10:26:16 PM,41248
Chile,2022,10,12:28:24,10:17:59 AM,10:46:23 PM,44904
Chile,2022,11,13:30:15,9:41:02 AM,11:11:17 PM,48615
Chile,2022,12,14:14:55,9:24:13 AM,11:39:08 PM,51295
China,2022,1,09:26:56,11:34:21 PM,9:01:17 AM,34016
China,2022,2,10:13:02,11:21:24 PM,9:34:26 AM,36782
China,2022,3,11:20:22,10:46:36 PM,10:06:58 AM,40822
China,2022,4,12:41:52,9:57:26 PM,10:39:18 AM,45712
China,2022,5,13:56:16,9:13:25 PM,11:09:41 AM,50176
China,2022,6,14:51:33,8:46:26 PM,11:37:59 AM,53493
China,2022,7,15:00:38,8:47:55 PM,11:48:33 AM,54038
China,2022,8,14:18:52,9:11:21 PM,11:30:13 AM,51532
China,2022,9,13:07:42,9:40:40 PM,10:48:22 AM,47262
China,2022,10,11:50:16,10:09:02 PM,9:59:18 AM,42616
China,2022,11,10:32:51,10:41:34 PM,9:14:25 AM,37971
China,2022,12,09:36:50,11:14:53 PM,8:51:43 AM,34610
"China,_Hong_Kong_SAR",2022,1,10:50:23,11:01:28 PM,9:51:51 AM,39023
"China,_Hong_Kong_SAR",2022,2,11:12:05,11:00:43 PM,10:12:48 AM,40325
"China,_Hong_Kong_SAR",2022,3,11:44:32,10:43:21 PM,10:27:53 AM,42272
"China,_Hong_Kong_SAR",2022,4,12:24:24,10:15:00 PM,10:39:24 AM,44664
"China,_Hong_Kong_SAR",2022,5,13:00:33,9:50:06 PM,10:50:39 AM,46833
"China,_Hong_Kong_SAR",2022,6,13:26:47,9:37:39 PM,11:04:26 AM,48407
"China,_Hong_Kong_SAR",2022,7,13:31:01,9:41:34 PM,11:12:35 AM,48661
"China,_Hong_Kong_SAR",2022,8,13:11:21,9:53:56 PM,11:05:17 AM,47481
"China,_Hong_Kong_SAR",2022,9,12:37:00,10:04:51 PM,10:41:51 AM,45420
"China,_Hong_Kong_SAR",2022,10,11:59:08,10:13:26 PM,10:12:34 AM,43148
"China,_Hong_Kong_SAR",2022,11,11:21:32,10:26:04 PM,9:47:36 AM,40892
"China,_Hong_Kong_SAR",2022,12,10:55:00,10:44:38 PM,9:39:38 AM,39300
"China,_Macao_SAR",2022,1,10:50:41,11:03:53 PM,9:54:34 AM,39041
"China,_Macao_SAR",2022,2,11:12:19,11:03:10 PM,10:15:29 AM,40339
"China,_Macao_SAR",2022,3,11:44:38,10:45:52 PM,10:30:30 AM,42278
"China,_Macao_SAR",2022,4,12:24:20,10:17:36 PM,10:41:56 AM,44660
"China,_Macao_SAR",2022,5,13:00:20,9:52:47 PM,10:53:07 AM,46820
"China,_Macao_SAR",2022,6,13:26:29,9:40:22 PM,11:06:51 AM,48389
"China,_Macao_SAR",2022,7,13:30:41,9:44:18 PM,11:14:59 AM,48641
"China,_Macao_SAR",2022,8,13:11:06,9:56:38 PM,11:07:44 AM,47466
"China,_Macao_SAR",2022,9,12:36:52,10:07:29 PM,10:44:21 AM,45412
"China,_Macao_SAR",2022,10,11:59:09,10:16:00 PM,10:15:09 AM,43149
"China,_Macao_SAR",2022,11,11:21:44,10:28:32 PM,9:50:16 AM,40904
"China,_Macao_SAR",2022,12,10:55:16,10:47:04 PM,9:42:20 AM,39316
"China,_Taiwan_Province_of_China",2022,1,10:39:14,10:37:36 PM,9:16:50 AM,38354
"China,_Taiwan_Province_of_China",2022,2,11:04:05,10:35:17 PM,9:39:22 AM,39845
"China,_Taiwan_Province_of_China",2022,3,11:41:11,10:15:36 PM,9:56:47 AM,42071
"China,_Taiwan_Province_of_China",2022,4,12:26:41,9:44:26 PM,10:11:07 AM,44801
"China,_Taiwan_Province_of_China",2022,5,13:07:55,9:17:00 PM,10:24:55 AM,47275
"China,_Taiwan_Province_of_China",2022,6,13:37:55,9:02:39 PM,10:40:34 AM,49075
"China,_Taiwan_Province_of_China",2022,7,13:42:47,9:06:15 PM,10:49:02 AM,49367
"China,_Taiwan_Province_of_China",2022,8,13:20:18,9:20:02 PM,10:40:20 AM,48018
"China,_Taiwan_Province_of_China",2022,9,12:41:05,9:33:23 PM,10:14:28 AM,45665
"China,_Taiwan_Province_of_China",2022,10,11:57:54,9:44:38 PM,9:42:32 AM,43074
"China,_Taiwan_Province_of_China",2022,11,11:14:58,9:59:55 PM,9:14:53 AM,40498
"China,_Taiwan_Province_of_China",2022,12,10:44:32,10:20:26 PM,9:04:58 AM,38672
Colombia,2022,1,11:53:58,11:03:00 AM,10:56:58 PM,42838
Colombia,2022,2,11:57:59,11:10:55 AM,11:08:54 PM,43079
Colombia,2022,3,12:04:07,11:06:32 AM,11:10:39 PM,43447
Colombia,2022,4,12:11:55,10:54:10 AM,11:06:05 PM,43915
Colombia,2022,5,12:19:12,10:43:48 AM,11:03:00 PM,44352
Colombia,2022,6,12:24:32,10:41:56 AM,11:06:28 PM,44672
Colombia,2022,7,12:25:19,10:47:36 AM,11:12:55 PM,44719
Colombia,2022,8,12:21:11,10:52:04 AM,11:13:15 PM,44471
Colombia,2022,9,12:14:10,10:49:11 AM,11:03:21 PM,44050
Colombia,2022,10,12:06:40,10:42:35 AM,10:49:15 PM,43600
Colombia,2022,11,11:59:32,10:40:08 AM,10:39:40 PM,43172
Colombia,2022,12,11:54:43,10:48:03 AM,10:42:46 PM,42883
Comoros,2022,1,12:50:10,2:45:24 AM,3:35:34 PM,46210
Comoros,2022,2,12:38:36,3:01:13 AM,3:39:49 PM,45516
Comoros,2022,3,12:21:38,3:08:30 AM,3:30:08 PM,44498
Comoros,2022,4,12:01:23,3:10:11 AM,3:11:34 PM,43283
Comoros,2022,5,11:43:37,3:12:17 AM,2:55:54 PM,42217
Comoros,2022,6,11:31:09,3:19:14 AM,2:50:23 PM,41469
Comoros,2022,7,11:29:13,3:26:14 AM,2:55:27 PM,41353
Comoros,2022,8,11:38:36,3:24:02 AM,3:02:38 PM,41916
Comoros,2022,9,11:55:20,3:09:21 AM,3:04:41 PM,42920
Comoros,2022,10,12:14:23,2:49:29 AM,3:03:52 PM,44063
Comoros,2022,11,12:33:50,2:33:38 AM,3:07:28 PM,45230
Comoros,2022,12,12:47:49,2:32:02 AM,3:19:51 PM,46069
Congo,2022,1,12:24:08,4:50:20 AM,5:14:28 PM,44648
Congo,2022,2,12:19:45,5:02:32 AM,5:22:17 PM,44385
Congo,2022,3,12:13:26,5:04:28 AM,5:17:54 PM,44006
Congo,2022,4,12:06:05,4:59:42 AM,5:05:47 PM,43565
Congo,2022,5,11:59:52,4:56:02 AM,4:55:54 PM,43192
Congo,2022,6,11:55:37,4:58:54 AM,4:54:31 PM,42937
Congo,2022,7,11:54:59,5:05:15 AM,5:00:14 PM,42899
Congo,2022,8,11:58:10,5:06:08 AM,5:04:18 PM,43090
Congo,2022,9,12:03:58,4:56:54 AM,5:00:52 PM,43438
Congo,2022,10,12:10:48,4:43:08 AM,4:53:56 PM,43848
Congo,2022,11,12:17:59,4:33:27 AM,4:51:26 PM,44279
Congo,2022,12,12:23:15,4:36:14 AM,4:59:29 PM,44595
Cook_Islands,2022,1,13:26:09,3:59:44 PM,5:25:53 AM,48369
Cook_Islands,2022,2,13:04:12,4:20:33 PM,5:24:45 AM,47052
Cook_Islands,2022,3,12:32:25,4:35:03 PM,5:07:28 AM,45145
Cook_Islands,2022,4,11:54:28,4:45:32 PM,4:40:00 AM,42868
Cook_Islands,2022,5,11:21:02,4:55:34 PM,4:16:36 AM,40862
Cook_Islands,2022,6,10:57:29,5:08:13 PM,4:05:42 AM,39449
Cook_Islands,2022,7,10:54:13,5:15:54 PM,4:10:07 AM,39253
Cook_Islands,2022,8,11:12:31,5:09:06 PM,4:21:37 AM,40351
Cook_Islands,2022,9,11:44:26,4:46:41 PM,4:31:07 AM,42266
Cook_Islands,2022,10,12:20:14,4:18:26 PM,4:38:40 AM,44414
Cook_Islands,2022,11,12:56:29,3:54:22 PM,4:50:51 AM,46589
Cook_Islands,2022,12,13:22:15,3:47:05 PM,5:09:20 AM,48135
Costa_Rica,2022,1,11:35:45,11:52:07 AM,11:27:52 PM,41745
Costa_Rica,2022,2,11:44:55,11:57:27 AM,11:42:22 PM,42295
Costa_Rica,2022,3,11:58:37,11:49:17 AM,11:47:54 PM,43117
Costa_Rica,2022,4,12:15:37,11:32:18 AM,11:47:55 PM,44137
Costa_Rica,2022,5,12:31:07,11:17:50 AM,11:48:57 PM,45067
Costa_Rica,2022,6,12:42:17,11:13:04 AM,11:55:21 PM,45737
Costa_Rica,2022,7,12:43:54,11:18:18 AM,12:02:12 AM,45834
Costa_Rica,2022,8,12:35:17,11:25:01 AM,12:00:18 AM,45317
Costa_Rica,2022,9,12:20:24,11:26:03 AM,11:46:27 PM,44424
Costa_Rica,2022,10,12:04:12,11:23:48 AM,11:28:00 PM,43452
Costa_Rica,2022,11,11:48:23,11:25:42 AM,11:14:05 PM,42503
Costa_Rica,2022,12,11:37:26,11:36:42 AM,11:14:08 PM,41846
Côte_d'Ivoire,2022,1,11:51:27,6:23:57 AM,6:15:24 PM,42687
Côte_d'Ivoire,2022,2,11:56:09,6:31:35 AM,6:27:44 PM,42969
Côte_d'Ivoire,2022,3,12:03:18,6:26:46 AM,6:30:04 PM,43398
Côte_d'Ivoire,2022,4,12:12:22,6:13:47 AM,6:26:09 PM,43942
Côte_d'Ivoire,2022,5,12:20:46,6:02:49 AM,6:23:35 PM,44446
Côte_d'Ivoire,2022,6,12:26:56,6:00:29 AM,6:27:25 PM,44816
Côte_d'Ivoire,2022,7,12:27:52,6:06:04 AM,6:33:56 PM,44872
Côte_d'Ivoire,2022,8,12:23:09,6:10:53 AM,6:34:02 PM,44589
Côte_d'Ivoire,2022,9,12:15:04,6:08:34 AM,6:23:38 PM,44104
Côte_d'Ivoire,2022,10,12:06:23,6:02:34 AM,6:08:57 PM,43583
Côte_d'Ivoire,2022,11,11:58:02,6:00:40 AM,5:58:42 PM,43082
Côte_d'Ivoire,2022,12,11:52:22,6:08:56 AM,6:01:18 PM,42742
Croatia,2022,1,08:48:15,6:35:30 AM,3:23:45 PM,31695
Croatia,2022,2,09:46:54,6:16:11 AM,4:03:05 PM,35214
Croatia,2022,3,11:10:35,5:33:07 AM,4:43:42 PM,40235
Croatia,2022,4,12:50:57,4:34:29 AM,5:25:26 PM,46257
Croatia,2022,5,14:23:01,3:41:41 AM,6:04:42 PM,51781
Croatia,2022,6,15:32:26,3:07:43 AM,6:40:09 PM,55946
Croatia,2022,7,15:43:26,3:08:15 AM,6:51:41 PM,56606
Croatia,2022,8,14:49:53,3:37:30 AM,6:27:23 PM,53393
Croatia,2022,9,13:21:02,4:15:35 AM,5:36:37 PM,48062
Croatia,2022,10,11:45:39,4:52:56 AM,4:38:35 PM,42339
Croatia,2022,11,10:10:05,5:34:37 AM,3:44:42 PM,36605
Croatia,2022,12,09:00:09,6:15:00 AM,3:15:09 PM,32409
Cuba,2022,1,10:47:14,12:09:34 PM,10:56:48 PM,38834
Cuba,2022,2,11:10:17,12:07:57 PM,11:18:14 PM,40217
Cuba,2022,3,11:44:16,11:49:39 AM,11:33:55 PM,42256
Cuba,2022,4,12:25:49,11:20:24 AM,11:46:13 PM,44749
Cuba,2022,5,13:03:22,10:54:54 AM,11:58:16 PM,47002
Cuba,2022,6,13:30:25,10:42:11 AM,12:12:36 AM,48625
Cuba,2022,7,13:34:22,10:46:16 AM,12:20:38 AM,48862
Cuba,2022,8,13:13:28,10:59:07 AM,12:12:35 AM,47608
Cuba,2022,9,12:37:31,11:10:41 AM,11:48:12 PM,45451
Cuba,2022,10,11:58:01,11:20:05 AM,11:18:06 PM,43081
Cuba,2022,11,11:18:56,11:33:37 AM,10:52:33 PM,40736
Cuba,2022,12,10:51:31,11:52:51 AM,10:44:22 PM,39091
Curaçao,2022,1,11:28:08,10:55:19 AM,10:23:27 PM,41288
Curaçao,2022,2,11:39:26,10:59:36 AM,10:39:02 PM,41966
Curaçao,2022,3,11:56:19,10:49:51 AM,10:46:10 PM,42979
Curaçao,2022,4,12:17:09,10:30:58 AM,10:48:07 PM,44229
Curaçao,2022,5,12:36:05,10:14:46 AM,10:50:51 PM,45365
Curaçao,2022,6,12:49:45,10:08:44 AM,10:58:29 PM,46185
Curaçao,2022,7,12:51:45,10:13:47 AM,11:05:32 PM,46305
Curaçao,2022,8,12:41:14,10:21:27 AM,11:02:41 PM,45674
Curaçao,2022,9,12:23:05,10:24:08 AM,10:47:13 PM,44585
Curaçao,2022,10,12:03:13,10:23:43 AM,10:26:56 PM,43393
Curaçao,2022,11,11:43:45,10:27:26 AM,10:11:11 PM,42225
Curaçao,2022,12,11:30:15,10:39:41 AM,10:09:56 PM,41415
Cyprus,2022,1,09:53:11,4:53:27 AM,2:46:38 PM,35591
Cyprus,2022,2,10:31:45,4:44:12 AM,3:15:57 PM,37905
Cyprus,2022,3,11:28:15,4:14:44 AM,3:42:59 PM,41295
Cyprus,2022,4,12:36:52,3:31:59 AM,4:08:51 PM,45412
Cyprus,2022,5,13:39:13,2:54:02 AM,4:33:15 PM,49153
Cyprus,2022,6,14:24:56,2:31:54 AM,4:56:50 PM,51896
Cyprus,2022,7,14:32:04,2:34:22 AM,5:06:26 PM,52324
Cyprus,2022,8,13:57:14,2:54:16 AM,4:51:30 PM,50234
Cyprus,2022,9,12:57:35,3:17:46 AM,4:15:21 PM,46655
Cyprus,2022,10,11:52:24,3:40:01 AM,3:32:25 PM,42744
Cyprus,2022,11,10:47:27,4:06:23 AM,2:53:50 PM,38847
Cyprus,2022,12,10:01:01,4:35:00 AM,2:36:01 PM,36061
Czechia,2022,1,08:13:29,6:59:07 AM,3:12:36 PM,29609
Czechia,2022,2,09:23:30,6:34:07 AM,3:57:37 PM,33810
Czechia,2022,3,11:01:34,5:43:51 AM,4:45:25 PM,39694
Czechia,2022,4,12:58:18,4:37:02 AM,5:35:20 PM,46698
Czechia,2022,5,14:46:08,3:36:21 AM,6:22:29 PM,53168
Czechia,2022,6,16:09:10,2:55:34 AM,7:04:44 PM,58150
Czechia,2022,7,16:22:34,2:54:55 AM,7:17:29 PM,58954
Czechia,2022,8,15:18:00,3:29:40 AM,6:47:40 PM,55080
Czechia,2022,9,13:33:20,4:15:40 AM,5:49:00 PM,48800
Czechia,2022,10,11:42:22,5:00:48 AM,4:43:10 PM,42142
Czechia,2022,11,09:50:47,5:50:30 AM,3:41:17 PM,35447
Czechia,2022,12,08:27:47,6:37:25 AM,3:05:12 PM,30467
Dem._People's_Republic_of_Korea,2022,1,09:32:01,10:54:22 PM,8:26:23 AM,34321
Dem._People's_Republic_of_Korea,2022,2,10:16:33,10:42:13 PM,8:58:46 AM,36993
Dem._People's_Republic_of_Korea,2022,3,11:21:43,10:08:30 PM,9:30:13 AM,40903
Dem._People's_Republic_of_Korea,2022,4,12:40:44,9:20:35 PM,10:01:19 AM,45644
